hue0,hue1,hue2,hue3,hue4,hue5,total,lat,lng
155803,67669,25551,145953,7799,6825,409600,40.7512163951,-73.9892914502
110784,67558,56831,139599,13567,21261,409600,40.7512163951,-73.9892914502
173495,66672,85696,74762,4393,4582,409600,40.7512164001,-73.9903675122
64657,100355,141037,99480,1467,2604,409600,40.7512164001,-73.9903675122
76041,120583,117378,83271,5407,6920,409600,40.7512164001,-73.9903675122
94404,131971,128350,51256,1351,2268,409600,40.7512164001,-73.9903675122
36542,54991,73355,210941,24667,9104,409600,40.7512164051,-73.9914435742
113827,67953,60033,150558,8811,8418,409600,40.7512164051,-73.9914435742
81348,51469,34848,217948,5653,18334,409600,40.7512164051,-73.9914435742
95962,56343,100779,147116,2820,6580,409600,40.7512164051,-73.9914435742
90457,64686,60101,173571,8742,12043,409600,40.7512164101,-73.9925196362
141784,67643,65330,116976,8750,9117,409600,40.7512164101,-73.9925196362
160036,44912,35302,160260,5982,3108,409600,40.7512164101,-73.9925196362
113856,63406,41500,165483,12745,12610,409600,40.7512164101,-73.9925196362
123265,54346,54480,164163,5119,8227,409600,40.7512164151,-73.9935956982
198431,64232,57025,69526,10590,9796,409600,40.7512164151,-73.9935956982
91312,76872,71437,149526,13923,6530,409600,40.7512164151,-73.9935956982
113784,76640,66673,133768,10618,8117,409600,40.7512164151,-73.9935956982
67645,124478,154233,57658,2194,3392,409600,40.7512164201,-73.9946717602
124417,73783,133934,68037,2910,6519,409600,40.7512164201,-73.9946717602
35902,117830,196938,51106,4714,3110,409600,40.7512164201,-73.9946717602
117745,53480,119301,115326,1656,2092,409600,40.7512164201,-73.9946717602
188454,78915,45610,83227,5586,7808,409600,40.7512164301,-73.9968238841
201762,105186,37865,49890,6225,8672,409600,40.7512164301,-73.9968238841
88148,124294,57733,118858,10172,10395,409600,40.7512164301,-73.9968238841
208717,36321,26900,124266,7648,5748,409600,40.7512164301,-73.9968238841
157003,42136,78881,127645,1411,2524,409600,40.7512164351,-73.9978999461
160099,33094,36945,162762,6886,9814,409600,40.7512164351,-73.9978999461
164956,73469,34799,127501,5090,3785,409600,40.7512164351,-73.9978999461
167938,30680,50659,154113,2720,3490,409600,40.7512164351,-73.9978999461
97708,48522,19827,84895,126156,32492,409600,40.751216445,-74.0000520701
42012,96938,36601,84487,133766,15796,409600,40.751216445,-74.0000520701
64017,89028,32790,49892,162270,11603,409600,40.751216445,-74.0000520701
51873,99997,25560,177502,46204,8464,409600,40.751216445,-74.0000520701
175263,91525,85187,46092,4821,6712,409600,40.75121644,-73.9989760081
251499,44355,47679,56327,3983,5757,409600,40.75121644,-73.9989760081
149643,147674,81468,26466,2597,1752,409600,40.75121644,-73.9989760081
152474,41336,45913,162829,4203,2845,409600,40.75121644,-73.9989760081
44902,58973,12421,270424,15411,7469,409600,40.751216455,-74.0022041941
46830,85155,18571,228672,21534,8838,409600,40.751216455,-74.0022041941
99157,49168,16293,235233,6009,3740,409600,40.751216455,-74.0022041941
13445,136700,74979,143059,27184,14233,409600,40.751216455,-74.0022041941
209255,100596,80440,16565,709,2035,409600,40.75121645,-74.0011281321
275271,103535,3143,1064,6061,20526,409600,40.75121645,-74.0011281321
112018,193641,92354,6546,2742,2299,409600,40.75121645,-74.0011281321
231863,106636,34267,7971,15552,13311,409600,40.75121645,-74.0011281321
148625,77411,17292,116299,23565,26408,409600,40.751216465,-74.0043563181
148913,45953,19297,150307,28118,17012,409600,40.751216465,-74.0043563181
73053,86220,15031,209824,17896,7576,409600,40.751216465,-74.0043563181
100195,19431,32320,193285,19324,45045,409600,40.751216465,-74.0043563181
141210,80887,21012,158519,3611,4361,409600,40.75121646,-74.0032802561
127724,59118,51313,138705,8970,23770,409600,40.75121646,-74.0032802561
132806,60129,55915,140404,2731,17615,409600,40.75121646,-74.0032802561
75213,104239,97392,127122,2737,2897,409600,40.75121646,-74.0032802561
215406,34313,20225,125702,8677,5277,409600,40.751216475,-74.0065084421
153920,61658,44287,128405,15116,6214,409600,40.751216475,-74.0065084421
163492,83886,45142,109875,3414,3791,409600,40.751216475,-74.0065084421
127236,40121,40323,174457,17730,9733,409600,40.751216475,-74.0065084421
103169,97509,33685,166946,2120,6171,409600,40.75121647,-74.0054323801
155847,53106,77723,112487,6518,3919,409600,40.75121647,-74.0054323801
108113,72978,86922,125388,1989,14210,409600,40.75121647,-74.0054323801
200403,69601,21671,98864,11678,7383,409600,40.75121647,-74.0054323801
173560,10205,3678,213996,4417,3744,409600,40.751216485,-74.0086605661
151372,18051,22454,199190,8794,9739,409600,40.751216485,-74.0086605661
151120,17525,6614,232502,950,889,409600,40.751216485,-74.0086605661
114964,51960,25677,203808,5479,7712,409600,40.751216485,-74.0086605661
214672,18873,10528,155145,5363,5019,409600,40.75121648,-74.0075845041
98730,39057,38895,208324,9380,15214,409600,40.75121648,-74.0075845041
108136,73219,8504,204446,8234,7061,409600,40.75121648,-74.0075845041
63265,31023,60873,252140,1299,1000,409600,40.75121648,-74.0075845041
183142,59438,10995,154819,644,562,409600,40.7518288001,-73.9645415486
62795,95539,97197,139804,9460,4805,409600,40.7518288001,-73.9645415486
173738,80362,35358,108891,7477,3774,409600,40.7518288001,-73.9645415486
46902,57154,65430,229323,6051,4740,409600,40.7518288001,-73.9645415486
100412,187817,109697,6652,3600,1422,409600,40.7518288051,-73.9656176205
15291,284143,81078,28643,251,194,409600,40.7518288051,-73.9656176205
77181,294021,23561,9097,4772,968,409600,40.7518288051,-73.9656176205
120845,125440,154450,6946,475,1444,409600,40.7518288051,-73.9656176205
44505,146356,201541,10461,6135,602,409600,40.7518288101,-73.9666936924
62124,165442,163647,14495,1793,2099,409600,40.7518288101,-73.9666936924
44870,117983,211506,30414,3665,1162,409600,40.7518288101,-73.9666936924
23907,277434,99869,7548,355,487,409600,40.7518288101,-73.9666936924
139961,136826,28551,93793,5992,4477,409600,40.7518288151,-73.9677697643
118159,96925,67390,105052,9157,12917,409600,40.7518288151,-73.9677697643
95155,109417,46514,143036,10103,5375,409600,40.7518288151,-73.9677697643
112854,89675,43196,149258,5445,9172,409600,40.7518288151,-73.9677697643
105792,276493,24026,2443,405,441,409600,40.7518288201,-73.9688458362
88613,217844,70556,31205,715,667,409600,40.7518288201,-73.9688458362
65243,258395,54586,19137,9673,2566,409600,40.7518288201,-73.9688458362
59331,226144,57093,65468,853,711,409600,40.7518288201,-73.9688458362
107496,176823,103082,18241,2348,1610,409600,40.7518288251,-73.9699219081
147586,129552,109914,14675,850,7023,409600,40.7518288251,-73.9699219081
117447,133698,134997,14918,4485,4055,409600,40.7518288251,-73.9699219081
69099,146851,140807,50867,880,1096,409600,40.7518288251,-73.9699219081
171514,61715,110116,48344,2459,15452,409600,40.7518288301,-73.97099798
132918,84269,64423,114371,4805,8814,409600,40.7518288301,-73.97099798
84514,150497,125031,37708,7218,4632,409600,40.7518288301,-73.97099798
140921,68709,63492,121593,7140,7745,409600,40.7518288301,-73.97099798
74299,175563,101958,43317,3102,11361,409600,40.7518288351,-73.9720740519
143015,86133,123118,48567,2725,6042,409600,40.7518288351,-73.9720740519
161540,73569,100229,62211,4741,7310,409600,40.7518288351,-73.9720740519
76294,157940,136895,34054,2873,1544,409600,40.7518288351,-73.9720740519
119465,105058,57906,93313,20468,13390,409600,40.7518288401,-73.9731501238
94877,107870,44175,103677,39564,19437,409600,40.7518288401,-73.9731501238
91893,87160,33169,80108,89473,27797,409600,40.7518288401,-73.9731501238
104387,94010,61205,76686,49672,23640,409600,40.7518288401,-73.9731501238
111979,149751,107490,31721,2438,6221,409600,40.7518288451,-73.9742261957
112840,75901,113701,96040,6227,4891,409600,40.7518288451,-73.9742261957
48039,115363,191949,47583,2705,3961,409600,40.7518288451,-73.9742261957
170629,76193,67376,85011,3838,6553,409600,40.7518288451,-73.9742261957
69112,184535,101749,42561,5214,6429,409600,40.7518288501,-73.9753022676
77024,170566,101086,44170,6829,9925,409600,40.7518288501,-73.9753022676
39032,139065,182096,40810,3859,4738,409600,40.7518288501,-73.9753022676
75668,161162,92638,61648,8783,9701,409600,40.7518288501,-73.9753022676
59124,120056,69708,155511,3017,2184,409600,40.7518288551,-73.9763783395
141169,104102,87498,72762,1666,2403,409600,40.7518288551,-73.9763783395
139897,87541,42049,135490,2524,2099,409600,40.7518288551,-73.9763783395
51283,106137,95770,150662,3670,2078,409600,40.7518288551,-73.9763783395
170049,84488,65778,78810,3946,6529,409600,40.7518288601,-73.9774544114
195542,36230,11124,120716,21481,24507,409600,40.7518288601,-73.9774544114
125523,66778,57257,124804,16987,18251,409600,40.7518288601,-73.9774544114
131163,48419,36154,182089,6560,5215,409600,40.7518288601,-73.9774544114
160193,117943,63247,53403,7996,6818,409600,40.7518288651,-73.9785304833
60113,53801,129301,148447,13615,4323,409600,40.7518288651,-73.9785304833
136960,69695,69594,108982,14904,9465,409600,40.7518288651,-73.9785304833
71896,52376,90091,178517,6311,10409,409600,40.7518288651,-73.9785304833
209539,67344,56334,57839,8197,10347,409600,40.7518288701,-73.9796065553
146200,105835,50620,101368,2739,2838,409600,40.7518288701,-73.9796065553
184201,45891,55512,103466,11531,8999,409600,40.7518288701,-73.9796065553
111447,86551,77771,118982,7674,7175,409600,40.7518288701,-73.9796065553
165618,77632,48662,97263,7810,12615,409600,40.7518288751,-73.9806826272
123950,47538,58494,138383,13147,28088,409600,40.7518288751,-73.9806826272
180530,34396,43680,123223,11225,16546,409600,40.7518288751,-73.9806826272
84067,93442,59122,154659,7284,11026,409600,40.7518288751,-73.9806826272
150396,125206,25558,102198,2222,4020,409600,40.7518288801,-73.9817586991
38117,135748,184707,47484,2223,1321,409600,40.7518288801,-73.9817586991
48676,131816,166528,56884,2620,3076,409600,40.7518288801,-73.9817586991
136188,137418,92455,36052,2406,5081,409600,40.7518288801,-73.9817586991
113330,185926,73962,29437,2403,4542,409600,40.7518288851,-73.982834771
52647,247936,88668,15394,4158,797,409600,40.7518288851,-73.982834771
50909,187796,99745,64909,3225,3016,409600,40.7518288851,-73.982834771
52389,148357,179283,17357,7419,4795,409600,40.7518288851,-73.982834771
66742,145326,119029,69895,4263,4345,409600,40.7518288901,-73.9839108429
91463,146192,123823,29074,5813,13235,409600,40.7518288901,-73.9839108429
123121,117743,93060,59068,5909,10699,409600,40.7518288901,-73.9839108429
31280,134992,208177,31863,718,2570,409600,40.7518288901,-73.9839108429
83508,127674,110202,84309,1741,2166,409600,40.7518288951,-73.9849869148
96937,206229,89358,13316,1955,1805,409600,40.7518288951,-73.9849869148
99324,157274,86216,58418,4640,3728,409600,40.7518288951,-73.9849869148
57862,147809,137450,62019,1781,2679,409600,40.7518288951,-73.9849869148
170330,35266,37672,150451,7326,8555,409600,40.7518289001,-73.9860629867
177842,24201,27406,171831,3521,4799,409600,40.7518289001,-73.9860629867
232455,48228,36732,73879,8734,9572,409600,40.7518289001,-73.9860629867
162045,24863,12135,193057,5445,12055,409600,40.7518289001,-73.9860629867
94449,126060,99806,84343,2417,2525,409600,40.7518289051,-73.9871390586
98967,175117,106677,24709,2074,2056,409600,40.7518289051,-73.9871390586
82369,150636,97926,62739,1519,14411,409600,40.7518289051,-73.9871390586
94802,111976,108888,83769,4967,5198,409600,40.7518289051,-73.9871390586
103048,106734,71871,108969,10941,8037,409600,40.7518289101,-73.9882151305
201426,101492,52588,49472,1607,3015,409600,40.7518289101,-73.9882151305
170731,107717,47052,77096,2617,4387,409600,40.7518289101,-73.9882151305
143243,64913,35799,136967,24726,3952,409600,40.7518289101,-73.9882151305
83612,89144,96778,134384,2485,3197,409600,40.7518289151,-73.9892912024
235973,68524,51936,49408,1084,2675,409600,40.7518289151,-73.9892912024
175317,82022,40563,99127,7400,5171,409600,40.7518289151,-73.9892912024
97082,98169,60916,146627,2891,3915,409600,40.7518289151,-73.9892912024
145498,140578,58024,52515,4981,8004,409600,40.7518289201,-73.9903672743
70789,53129,65745,171644,27319,20974,409600,40.7518289201,-73.9903672743
119154,95161,85026,92593,7342,10324,409600,40.7518289201,-73.9903672743
86584,80097,60356,154891,17542,10130,409600,40.7518289201,-73.9903672743
253449,82358,26899,29717,6689,10488,409600,40.7518289251,-73.9914433462
152048,46394,26383,118437,33305,33033,409600,40.7518289251,-73.9914433462
182894,55369,23594,126921,10174,10648,409600,40.7518289251,-73.9914433462
107742,62651,46487,159488,16975,16257,409600,40.7518289251,-73.9914433462
162012,31362,34170,150310,9343,22403,409600,40.7518289301,-73.9925194181
68265,28598,34880,236945,23981,16931,409600,40.7518289301,-73.9925194181
105243,19805,15455,258459,6111,4527,409600,40.7518289301,-73.9925194181
140166,29765,29187,184432,11228,14822,409600,40.7518289301,-73.9925194181
140392,92473,118302,53132,1881,3420,409600,40.7518289351,-73.99359549
110406,112462,123081,52413,3888,7350,409600,40.7518289351,-73.99359549
149425,85612,119320,51681,1713,1849,409600,40.7518289351,-73.99359549
88435,93724,106037,108574,5291,7539,409600,40.7518289351,-73.99359549
103724,95105,112974,80143,9838,7816,409600,40.7518289401,-73.9946715619
201971,35172,30287,124451,10508,7211,409600,40.7518289401,-73.9946715619
127089,78727,53808,129136,15997,4843,409600,40.7518289401,-73.9946715619
122640,64858,58552,125687,22054,15809,409600,40.7518289401,-73.9946715619
196029,43661,41133,122989,2826,2962,409600,40.7518289451,-73.9957476338
126751,90119,52821,127196,5678,7035,409600,40.7518289451,-73.9957476338
138119,64262,65936,127812,8418,5053,409600,40.7518289451,-73.9957476338
184974,68679,58525,84889,6954,5579,409600,40.7518289451,-73.9957476338
83247,34633,59551,228635,2149,1385,409600,40.7518289501,-73.9968237057
101216,60122,79559,163805,2245,2653,409600,40.7518289501,-73.9968237057
97958,31064,37094,239081,3154,1249,409600,40.7518289501,-73.9968237057
129528,57471,67100,146549,2434,6518,409600,40.7518289501,-73.9968237057
98374,59433,26598,212826,6487,5882,409600,40.7518289551,-73.9978997776
174698,34536,65862,88702,22486,23316,409600,40.7518289551,-73.9978997776
155157,37042,79860,121867,7162,8512,409600,40.7518289551,-73.9978997776
127759,46944,70684,108160,30858,25195,409600,40.7518289551,-73.9978997776
268064,40398,8032,81918,6361,4827,409600,40.751828965,-74.0000519214
257246,100457,13866,23543,7899,6589,409600,40.751828965,-74.0000519214
125970,154261,20539,97985,5659,5186,409600,40.751828965,-74.0000519214
276854,98454,9684,12943,6697,4968,409600,40.751828965,-74.0000519214
88407,95901,43727,177460,2314,1791,409600,40.75182896,-73.9989758495
91432,87293,81208,94504,27588,27575,409600,40.75182896,-73.9989758495
110687,99936,49766,134044,6718,8449,409600,40.75182896,-73.9989758495
99937,60728,36674,157812,28276,26173,409600,40.75182896,-73.9989758495
134966,71977,126184,74575,1033,865,409600,40.751828975,-74.0022040652
125643,71004,139009,69377,1517,3050,409600,40.751828975,-74.0022040652
70800,79620,226823,22710,2912,6735,409600,40.751828975,-74.0022040652
109887,93379,52271,148412,2734,2917,409600,40.751828975,-74.0022040652
113480,98450,18362,168652,5489,5167,409600,40.75182897,-74.0011279933
164775,78520,33218,128909,2192,1986,409600,40.75182897,-74.0011279933
92413,66437,41502,201254,5159,2835,409600,40.75182897,-74.0011279933
172248,103437,40328,85093,2594,5900,409600,40.75182897,-74.0011279933
141112,90236,10395,160135,5316,2406,409600,40.751828985,-74.004356209
62447,80245,82325,115514,21400,47669,409600,40.751828985,-74.004356209
67355,116902,61331,160529,2142,1341,409600,40.751828985,-74.004356209
126799,74109,67166,114091,8439,18996,409600,40.751828985,-74.004356209
68727,140027,73106,119926,4599,3215,409600,40.75182898,-74.0032801371
36123,139667,113513,119667,438,192,409600,40.75182898,-74.0032801371
86433,112705,175037,30679,2497,2249,409600,40.75182898,-74.0032801371
135518,76979,33454,158323,3195,2131,409600,40.75182898,-74.0032801371
186817,88437,24435,100729,4644,4538,409600,40.751828995,-74.0065083529
151082,37277,30906,158760,19005,12570,409600,40.751828995,-74.0065083529
148943,64823,73052,109895,7705,5182,409600,40.751828995,-74.0065083529
96873,53548,69002,171236,13269,5672,409600,40.751828995,-74.0065083529
162875,79927,41870,86232,8701,29995,409600,40.75182899,-74.0054322809
196359,30966,37927,120263,8079,16006,409600,40.75182899,-74.0054322809
152684,48809,54631,140155,6920,6401,409600,40.75182899,-74.0054322809
135433,31828,44921,156662,17537,23219,409600,40.75182899,-74.0054322809
162696,14452,17741,206558,5787,2366,409600,40.751829,-74.0075844248
148898,66659,51159,126074,9110,7700,409600,40.751829,-74.0075844248
146676,28693,12300,209813,7881,4237,409600,40.751829,-74.0075844248
112582,26619,43287,221969,3222,1921,409600,40.751829,-74.0075844248
110182,77760,20830,199535,631,662,409600,40.7524413151,-73.963464991
61222,80199,126060,131577,6527,4015,409600,40.7524413151,-73.963464991
148170,56174,40061,156642,4738,3815,409600,40.7524413151,-73.963464991
49598,87377,60923,206071,3541,2090,409600,40.7524413151,-73.963464991
121351,234163,17388,29198,4021,3479,409600,40.7524413201,-73.9645410728
65148,75078,167777,83134,11993,6470,409600,40.7524413201,-73.9645410728
162941,132889,29780,40470,21073,22447,409600,40.7524413201,-73.9645410728
65206,66398,71330,169343,31593,5730,409600,40.7524413201,-73.9645410728
221788,63569,32163,51739,10528,29813,409600,40.7524413251,-73.9656171546
102901,56102,48353,135137,42184,24923,409600,40.7524413251,-73.9656171546
63108,50885,26967,224432,29788,14420,409600,40.7524413251,-73.9656171546
160728,63568,46913,75003,17673,45715,409600,40.7524413251,-73.9656171546
35728,181474,172140,11910,4127,4221,409600,40.7524413301,-73.9666932364
20521,277649,101311,7706,1493,920,409600,40.7524413301,-73.9666932364
29858,261073,103909,9969,2230,2561,409600,40.7524413301,-73.9666932364
43057,163560,193195,4935,2137,2716,409600,40.7524413301,-73.9666932364
97615,141603,135230,31791,2126,1235,409600,40.7524413351,-73.9677693182
85091,162367,123476,28531,4071,6064,409600,40.7524413351,-73.9677693182
70359,209495,102959,24091,1268,1428,409600,40.7524413351,-73.9677693182
108378,126909,148411,23563,1473,866,409600,40.7524413351,-73.9677693182
79034,185029,47756,88703,5207,3871,409600,40.7524413401,-73.9688454001
73507,194755,52941,69319,11820,7258,409600,40.7524413401,-73.9688454001
36591,186319,64126,99417,15490,7657,409600,40.7524413401,-73.9688454001
203183,116497,18237,60643,5833,5207,409600,40.7524413401,-73.9688454001
78422,118933,153465,36561,3264,18955,409600,40.7524413451,-73.9699214819
73211,205808,107764,17775,2559,2483,409600,40.7524413451,-73.9699214819
84607,168486,117658,23031,11602,4216,409600,40.7524413451,-73.9699214819
62453,148796,152114,39827,812,5598,409600,40.7524413451,-73.9699214819
39606,215531,53861,86659,9016,4927,409600,40.7524413501,-73.9709975637
86168,166043,48677,96646,6332,5734,409600,40.7524413501,-73.9709975637
62206,221417,32390,80930,8474,4183,409600,40.7524413501,-73.9709975637
51213,158560,60049,122903,10174,6701,409600,40.7524413501,-73.9709975637
121860,106805,92635,73498,8834,5968,409600,40.7524413551,-73.9720736455
116709,221384,27893,10285,11924,21405,409600,40.7524413551,-73.9720736455
71442,170519,133256,27304,4093,2986,409600,40.7524413551,-73.9720736455
175443,117496,49599,54339,7174,5549,409600,40.7524413551,-73.9720736455
133188,76978,45724,139970,5609,8131,409600,40.7524413601,-73.9731497273
85284,71231,74746,160147,8378,9814,409600,40.7524413601,-73.9731497273
153475,130673,59936,58590,3213,3713,409600,40.7524413601,-73.9731497273
84229,83516,43369,183007,6933,8546,409600,40.7524413601,-73.9731497273
146367,79065,33190,95175,36584,19219,409600,40.7524413651,-73.9742258091
126282,51779,39512,123089,44199,24739,409600,40.7524413651,-73.9742258091
97000,47427,30083,135193,66394,33503,409600,40.7524413651,-73.9742258091
145933,83058,65885,85084,13495,16145,409600,40.7524413651,-73.9742258091
139119,56145,53422,151650,4621,4643,409600,40.7524413701,-73.9753018909
102995,105004,112630,86139,1339,1493,409600,40.7524413701,-73.9753018909
164793,83922,54410,92727,9706,4042,409600,40.7524413701,-73.9753018909
154131,87400,105889,60108,1108,964,409600,40.7524413701,-73.9753018909
120569,72381,77064,125745,8255,5586,409600,40.7524413751,-73.9763779728
154460,39541,19417,152786,29511,13885,409600,40.7524413751,-73.9763779728
109436,136252,88565,66250,2998,6099,409600,40.7524413751,-73.9763779728
131178,73982,55178,115343,24111,9808,409600,40.7524413751,-73.9763779728
141027,67837,24134,144935,18317,13350,409600,40.7524413801,-73.9774540546
107578,44522,50960,195814,6376,4350,409600,40.7524413801,-73.9774540546
137743,34813,17709,168639,30913,19783,409600,40.7524413801,-73.9774540546
48768,88464,83138,179063,7308,2859,409600,40.7524413801,-73.9774540546
128995,101187,52339,114552,6056,6471,409600,40.7524413851,-73.9785301364
122253,101631,49171,121582,9334,5629,409600,40.7524413851,-73.9785301364
131785,67105,47119,143143,6972,13476,409600,40.7524413851,-73.9785301364
176508,63883,31044,129639,4162,4364,409600,40.7524413851,-73.9785301364
90718,59212,80240,174171,2569,2690,409600,40.7524413901,-73.9796062182
169021,92480,65724,69872,7576,4927,409600,40.7524413901,-73.9796062182
126284,77914,82081,117786,3099,2436,409600,40.7524413901,-73.9796062182
179713,74946,65029,83328,2626,3958,409600,40.7524413901,-73.9796062182
167595,32501,22281,129153,32316,25754,409600,40.7524413951,-73.9806823
187496,53236,37906,68520,34278,28164,409600,40.7524413951,-73.9806823
165219,44138,39746,128886,18700,12911,409600,40.7524413951,-73.9806823
90450,32340,83598,178187,13680,11345,409600,40.7524413951,-73.9806823
112673,147751,24074,120540,1922,2640,409600,40.7524414001,-73.9817583818
32361,146995,161449,63283,3399,2113,409600,40.7524414001,-73.9817583818
13735,146420,152391,94599,1690,765,409600,40.7524414001,-73.9817583818
108999,132264,108597,54087,2483,3170,409600,40.7524414001,-73.9817583818
174914,27161,21201,177486,4690,4148,409600,40.7524414051,-73.9828344637
80156,22972,34294,261838,4897,5443,409600,40.7524414051,-73.9828344637
121998,20760,19399,236536,5012,5895,409600,40.7524414051,-73.9828344637
111412,61229,46790,179027,6361,4781,409600,40.7524414051,-73.9828344637
113788,179271,44110,61581,4891,5959,409600,40.7524414101,-73.9839105455
69588,171474,69904,86276,4904,7454,409600,40.7524414101,-73.9839105455
82705,148185,76849,86004,3665,12192,409600,40.7524414101,-73.9839105455
85249,148043,111628,57835,3663,3182,409600,40.7524414101,-73.9839105455
97655,106685,96274,91105,4807,13074,409600,40.7524414151,-73.9849866273
97055,165298,94356,45568,2550,4773,409600,40.7524414151,-73.9849866273
93904,186080,80336,40867,2626,5787,409600,40.7524414151,-73.9849866273
86938,142112,124320,46714,5628,3888,409600,40.7524414151,-73.9849866273
82088,74060,96803,138608,8639,9402,409600,40.7524414201,-73.9860627091
106163,94601,117714,75475,3244,12403,409600,40.7524414201,-73.9860627091
132653,84577,72954,93986,4284,21146,409600,40.7524414201,-73.9860627091
48303,83272,144896,123912,4015,5202,409600,40.7524414201,-73.9860627091
125689,74478,40938,144647,13108,10740,409600,40.7524414251,-73.9871387909
119645,68956,38438,164517,10078,7966,409600,40.7524414251,-73.9871387909
114477,85451,58695,120589,16103,14285,409600,40.7524414251,-73.9871387909
155660,61039,49643,112359,10832,20067,409600,40.7524414251,-73.9871387909
128546,96719,91834,81328,4262,6911,409600,40.7524414301,-73.9882148727
159058,127628,72547,40058,5124,5185,409600,40.7524414301,-73.9882148727
111200,167471,87447,40647,1018,1817,409600,40.7524414301,-73.9882148727
151431,88231,97796,61406,4966,5770,409600,40.7524414301,-73.9882148727
173456,57865,68854,100411,5078,3936,409600,40.7524414351,-73.9892909546
78760,124560,122125,81405,1266,1484,409600,40.7524414351,-73.9892909546
165871,84483,75538,77980,2175,3553,409600,40.7524414351,-73.9892909546
125300,102165,88139,88354,2654,2988,409600,40.7524414351,-73.9892909546
160237,80256,70493,92288,3064,3262,409600,40.7524414401,-73.9903670364
235145,62140,44163,61596,3355,3201,409600,40.7524414401,-73.9903670364
222881,42556,35369,94272,9643,4879,409600,40.7524414401,-73.9903670364
132107,84547,48800,136683,2886,4577,409600,40.7524414401,-73.9903670364
160303,91167,70991,68209,3471,15459,409600,40.7524414451,-73.9914431182
101404,54425,27942,163126,40146,22557,409600,40.7524414451,-73.9914431182
159938,62276,20539,138914,14418,13515,409600,40.7524414451,-73.9914431182
62231,81557,51150,184097,20942,9623,409600,40.7524414451,-73.9914431182
172088,96246,54979,78528,4054,3705,409600,40.7524414501,-73.9925192
146876,49092,25598,123533,30777,33724,409600,40.7524414501,-73.9925192
154648,64033,23313,149821,6658,11127,409600,40.7524414501,-73.9925192
84191,58004,82225,154426,17774,12980,409600,40.7524414501,-73.9925192
68592,77991,96823,151404,5251,9539,409600,40.7524414551,-73.9935952818
98552,56060,53247,167844,15534,18363,409600,40.7524414551,-73.9935952818
129097,35087,28474,203321,3774,9847,409600,40.7524414551,-73.9935952818
107735,74644,53802,155836,7375,10208,409600,40.7524414551,-73.9935952818
153888,45747,30493,143660,14418,21394,409600,40.7524414601,-73.9946713636
201999,43524,34522,103575,8872,17108,409600,40.7524414601,-73.9946713636
147750,32697,33449,182585,7186,5933,409600,40.7524414601,-73.9946713636
205433,35545,18108,132874,5390,12250,409600,40.7524414601,-73.9946713636
225285,29096,52345,88401,3143,11330,409600,40.7524414651,-73.9957474455
158628,53939,51492,121863,14573,9105,409600,40.7524414651,-73.9957474455
132341,75067,49880,136075,9155,7082,409600,40.7524414651,-73.9957474455
175142,31213,50057,136944,9328,6916,409600,40.7524414651,-73.9957474455
97729,30066,68620,211427,763,995,409600,40.7524414701,-73.9968235273
65245,66306,72650,192201,4420,8778,409600,40.7524414701,-73.9968235273
88284,52177,73031,194305,1247,556,409600,40.7524414701,-73.9968235273
128876,51405,68595,156758,2155,1811,409600,40.7524414701,-73.9968235273
183225,55239,25265,119095,21469,5307,409600,40.752441485,-74.0000517727
178942,42967,44554,100499,27452,15186,409600,40.752441485,-74.0000517727
123412,66962,74268,117331,16524,11103,409600,40.752441485,-74.0000517727
134223,29833,20000,113091,94564,17889,409600,40.752441485,-74.0000517727
249307,104463,23258,21525,4424,6623,409600,40.75244148,-73.9989756909
231193,91807,30452,43321,8001,4826,409600,40.75244148,-73.9989756909
342453,54574,4675,5200,697,2001,409600,40.75244148,-73.9989756909
239934,62801,15539,44077,32741,14508,409600,40.75244148,-73.9989756909
85518,40728,10675,254994,12953,4732,409600,40.752441495,-74.0022039364
105236,71326,3908,198657,20819,9654,409600,40.752441495,-74.0022039364
61449,85323,37372,211954,10376,3126,409600,40.752441495,-74.0022039364
66273,66939,33585,182734,40725,19344,409600,40.752441495,-74.0022039364
140394,124454,41119,96130,3945,3558,409600,40.75244149,-74.0011278545
131093,95396,58675,119520,2003,2913,409600,40.75244149,-74.0011278545
103768,159005,87490,43808,6198,9331,409600,40.75244149,-74.0011278545
223427,68753,17497,93738,2631,3554,409600,40.75244149,-74.0011278545
96530,103535,30399,173548,1331,4257,409600,40.752441505,-74.0043561
92750,104746,64903,134957,3649,8595,409600,40.752441505,-74.0043561
103837,131568,80856,89467,1912,1960,409600,40.752441505,-74.0043561
177967,59365,11316,158063,1733,1156,409600,40.752441505,-74.0043561
109907,65921,40112,170722,12693,10245,409600,40.752441515,-74.0065082636
150603,46921,43082,136188,11177,21629,409600,40.752441515,-74.0065082636
153135,77216,30902,140112,3203,5032,409600,40.752441515,-74.0065082636
105225,43719,102160,142276,6198,10022,409600,40.752441515,-74.0065082636
189908,30623,14177,167199,4454,3239,409600,40.75244151,-74.0054321818
153306,45467,44381,148597,7219,10630,409600,40.75244151,-74.0054321818
119405,49539,62479,168623,1436,8118,409600,40.75244151,-74.0054321818
110756,58090,61582,166969,6081,6122,409600,40.75244151,-74.0054321818
126927,29270,38551,209185,3616,2051,409600,40.75244152,-74.0075843455
132085,74337,71262,123587,4698,3631,409600,40.75244152,-74.0075843455
