hue0,hue1,hue2,hue3,hue4,hue5,total,lat,lng
80835,48959,74373,195618,4761,5054,409600,40.73712853,-74.0097379955
147803,24030,51324,176201,6215,4027,409600,40.73712853,-74.0097379955
91393,28148,35533,246141,5101,3284,409600,40.73712853,-74.0097379955
109311,34469,104822,157383,1302,2313,409600,40.73712853,-74.0097379955
147425,91424,13385,148813,4604,3949,409600,40.7377408852,-73.9742350845
92039,91811,42455,174530,5433,3332,409600,40.7377408852,-73.9742350845
150988,59869,14280,178877,2808,2778,409600,40.7377408852,-73.9742350845
104342,68591,17808,191169,14434,13256,409600,40.7377408852,-73.9742350845
52862,115264,175212,65013,779,470,409600,40.7377408902,-73.9753109284
193032,38787,97744,68189,2294,9554,409600,40.7377408902,-73.9753109284
139816,109481,128246,20485,2020,9552,409600,40.7377408902,-73.9753109284
117681,63464,81055,141800,3124,2476,409600,40.7377408902,-73.9753109284
149652,65236,46005,145607,1495,1605,409600,40.7377408952,-73.9763867724
146873,44423,29432,183018,2538,3316,409600,40.7377408952,-73.9763867724
123323,47755,37576,193202,3995,3749,409600,40.7377408952,-73.9763867724
121404,18036,18484,244612,3368,3696,409600,40.7377408952,-73.9763867724
146325,53536,30819,168435,6650,3835,409600,40.7377409002,-73.9774626164
127776,29477,24974,207512,11189,8672,409600,40.7377409002,-73.9774626164
224413,66482,60705,49694,3439,4867,409600,40.7377409002,-73.9774626164
142483,22609,14043,207229,11344,11892,409600,40.7377409002,-73.9774626164
207598,49290,16639,117643,9644,8786,409600,40.7377409052,-73.9785384604
142907,151707,28048,77904,5439,3595,409600,40.7377409052,-73.9785384604
112283,111976,30649,133045,12236,9411,409600,40.7377409052,-73.9785384604
87777,56048,45822,184078,15268,20607,409600,40.7377409052,-73.9785384604
134909,131858,33603,104112,2949,2169,409600,40.7377409102,-73.9796143044
137623,100298,65404,82317,3199,20759,409600,40.7377409102,-73.9796143044
74168,76059,107759,144745,3258,3611,409600,40.7377409102,-73.9796143044
113490,67520,21114,202915,2631,1930,409600,40.7377409102,-73.9796143044
108542,145480,41662,111585,1059,1272,409600,40.7377409152,-73.9806901484
116615,89241,88581,109280,1613,4270,409600,40.7377409152,-73.9806901484
75536,87828,99877,143996,998,1365,409600,40.7377409152,-73.9806901484
118545,70258,32360,179611,4412,4414,409600,40.7377409152,-73.9806901484
189127,59413,55063,94947,4627,6423,409600,40.7377409202,-73.9817659924
127299,179388,72078,29486,327,1022,409600,40.7377409202,-73.9817659924
133841,113926,39687,113616,5242,3288,409600,40.7377409202,-73.9817659924
90113,180107,61347,66406,3250,8377,409600,40.7377409202,-73.9817659924
240529,70988,37501,54105,3407,3070,409600,40.7377409252,-73.9828418363
93499,113324,60893,109508,7878,24498,409600,40.7377409252,-73.9828418363
88811,108410,58882,140950,4691,7856,409600,40.7377409252,-73.9828418363
105372,131368,46873,116037,5408,4542,409600,40.7377409252,-73.9828418363
99975,35095,20690,240871,6188,6781,409600,40.7377409302,-73.9839176803
124464,57465,60499,154341,8281,4550,409600,40.7377409302,-73.9839176803
177045,56065,12196,157484,3225,3585,409600,40.7377409302,-73.9839176803
129864,88539,51344,100581,8641,30631,409600,40.7377409302,-73.9839176803
65873,197907,32692,80772,23375,8981,409600,40.7377409352,-73.9849935243
51183,186315,36602,74396,50584,10520,409600,40.7377409352,-73.9849935243
32989,243767,39082,40949,37660,15153,409600,40.7377409352,-73.9849935243
69639,140759,73194,86154,14731,25123,409600,40.7377409352,-73.9849935243
54504,154164,21403,172523,4621,2385,409600,40.7377409402,-73.9860693683
105986,62529,49251,161356,17665,12813,409600,40.7377409402,-73.9860693683
20572,65956,70540,237148,5808,9576,409600,40.7377409402,-73.9860693683
72623,178571,12159,74871,56116,15260,409600,40.7377409402,-73.9860693683
89919,139352,45712,103366,20638,10613,409600,40.7377409451,-73.9871452123
89274,50138,32576,174393,27259,35960,409600,40.7377409451,-73.9871452123
131227,70160,30917,129612,22309,25375,409600,40.7377409451,-73.9871452123
39978,137096,70426,99051,42528,20521,409600,40.7377409451,-73.9871452123
64187,121339,134178,77933,7300,4663,409600,40.7377409501,-73.9882210563
61147,167091,134786,41137,3637,1802,409600,40.7377409501,-73.9882210563
26240,188249,133596,57073,1421,3021,409600,40.7377409501,-73.9882210563
72001,141111,98069,92122,2773,3524,409600,40.7377409501,-73.9882210563
84876,77029,93848,144470,4796,4581,409600,40.7377409551,-73.9892969003
232700,115757,21225,24761,6594,8563,409600,40.7377409551,-73.9892969003
212528,78373,42150,73244,1072,2233,409600,40.7377409551,-73.9892969003
96639,52123,58366,179440,6655,16377,409600,40.7377409551,-73.9892969003
142367,69074,29578,146629,13041,8911,409600,40.7377409601,-73.9903727443
103511,33677,48645,206707,7389,9671,409600,40.7377409601,-73.9903727443
167546,48486,40322,137388,8024,7834,409600,40.7377409601,-73.9903727443
151104,92293,27475,121639,7742,9347,409600,40.7377409601,-73.9903727443
230833,69963,56189,46657,2820,3138,409600,40.7377409651,-73.9914485883
141547,70790,76284,88841,21212,10926,409600,40.7377409651,-73.9914485883
98640,104658,66708,123828,11246,4520,409600,40.7377409651,-73.9914485883
167364,103659,44678,79604,7316,6979,409600,40.7377409651,-73.9914485883
176527,25222,11886,177387,10301,8277,409600,40.7377409701,-73.9925244322
141565,54729,24866,175220,8894,4326,409600,40.7377409701,-73.9925244322
126411,50876,39746,182556,4936,5075,409600,40.7377409701,-73.9925244322
188890,47461,21422,133698,10770,7359,409600,40.7377409701,-73.9925244322
89438,219571,51129,35521,6663,7278,409600,40.7377409751,-73.9936002762
145287,67323,30571,149482,10588,6349,409600,40.7377409751,-73.9936002762
82961,86374,35102,178213,16544,10406,409600,40.7377409751,-73.9936002762
90496,134443,28784,146384,5696,3797,409600,40.7377409751,-73.9936002762
163533,85127,22186,123387,10068,5299,409600,40.7377409801,-73.9946761202
160872,53394,15167,153219,18457,8491,409600,40.7377409801,-73.9946761202
105026,82065,30519,168142,15117,8731,409600,40.7377409801,-73.9946761202
126168,83087,28307,148674,15582,7782,409600,40.7377409801,-73.9946761202
194771,52045,16357,141078,2798,2551,409600,40.7377409851,-73.9957519642
171373,39353,22171,167434,4391,4878,409600,40.7377409851,-73.9957519642
83062,64675,56871,185492,9590,9910,409600,40.7377409851,-73.9957519642
126582,27364,14288,226751,6649,7966,409600,40.7377409851,-73.9957519642
95700,20501,22170,260083,4249,6897,409600,40.7377409901,-73.9968278082
149542,23099,17172,203427,6853,9507,409600,40.7377409901,-73.9968278082
75799,34729,39597,248990,5962,4523,409600,40.7377409901,-73.9968278082
132312,23472,16163,209679,10995,16979,409600,40.7377409901,-73.9968278082
166439,137245,63131,38549,1673,2563,409600,40.7377409951,-73.9979036522
37886,184110,57590,120416,4481,5117,409600,40.7377409951,-73.9979036522
70791,167857,82714,81042,3150,4046,409600,40.7377409951,-73.9979036522
131952,91629,45158,125707,10308,4846,409600,40.7377409951,-73.9979036522
102437,171547,65648,55116,10313,4539,409600,40.7377410001,-73.9989794962
76787,216981,87481,21492,2103,4756,409600,40.7377410001,-73.9989794962
68458,176561,28134,108359,18599,9489,409600,40.7377410001,-73.9989794962
64145,226800,54333,50488,8352,5482,409600,40.7377410001,-73.9989794962
124119,139231,49365,92603,1493,2789,409600,40.7377410051,-74.0000553402
148535,86066,57364,111175,3501,2959,409600,40.7377410051,-74.0000553402
78303,142834,29975,155565,1176,1747,409600,40.7377410051,-74.0000553402
56502,197507,75144,72290,4836,3321,409600,40.7377410051,-74.0000553402
96532,115265,75943,106464,7891,7505,409600,40.7377410101,-74.0011311841
98078,47517,141804,116968,2107,3126,409600,40.7377410101,-74.0011311841
114974,91662,148717,45775,3194,5278,409600,40.7377410101,-74.0011311841
75941,161926,78916,87580,2247,2990,409600,40.7377410101,-74.0011311841
175402,92098,95151,34014,2202,10733,409600,40.7377410151,-74.0022070281
91162,260427,26657,28662,452,2240,409600,40.7377410151,-74.0022070281
122241,183931,61066,24269,5746,12347,409600,40.7377410151,-74.0022070281
121579,158707,68465,51775,3878,5196,409600,40.7377410151,-74.0022070281
46371,280112,62146,16861,1273,2837,409600,40.7377410201,-74.0032828721
186870,96600,56556,62079,3751,3744,409600,40.7377410201,-74.0032828721
111531,188794,79780,20986,2970,5539,409600,40.7377410201,-74.0032828721
99352,121559,94468,82052,2971,9198,409600,40.7377410201,-74.0032828721
78212,99819,38151,186056,4159,3203,409600,40.7377410251,-74.0043587161
140989,45459,39378,171438,6157,6179,409600,40.7377410251,-74.0043587161
126964,49866,75857,140630,5233,11050,409600,40.7377410251,-74.0043587161
105417,62457,78582,161144,1034,966,409600,40.7377410251,-74.0043587161
156700,108042,45986,92894,2666,3312,409600,40.7377410301,-74.0054345601
47955,211527,37223,77102,29910,5883,409600,40.7377410301,-74.0054345601
144630,50382,28134,135019,36639,14796,409600,40.7377410301,-74.0054345601
85751,159587,24455,114041,14553,11213,409600,40.7377410301,-74.0054345601
97357,107000,117572,75233,5172,7266,409600,40.737741035,-74.0065104041
118355,101419,78077,110183,735,831,409600,40.737741035,-74.0065104041
122795,52093,96169,89891,18208,30444,409600,40.737741035,-74.0065104041
137014,112178,108874,50666,216,652,409600,40.737741035,-74.0065104041
116178,142664,64600,77291,4119,4748,409600,40.737741045,-74.0086620921
94983,108943,81690,90813,6568,26603,409600,40.737741045,-74.0086620921
79996,119634,48410,134924,13629,13007,409600,40.737741045,-74.0086620921
101581,136392,48599,114577,4591,3860,409600,40.737741045,-74.0086620921
49393,220124,66417,69261,1962,2443,409600,40.73774104,-74.0075862481
71417,122474,58047,113860,10919,32883,409600,40.73774104,-74.0075862481
92516,141241,32042,127788,8876,7137,409600,40.73774104,-74.0075862481
69591,135869,71863,117891,6660,7726,409600,40.73774104,-74.0075862481
110809,86616,26922,182300,2058,895,409600,40.73774105,-74.0097379361
182129,84800,48551,75163,11976,6981,409600,40.73774105,-74.0097379361
216229,21202,5587,147881,13004,5697,409600,40.73774105,-74.0097379361
103729,27597,50110,220189,4717,3258,409600,40.73774105,-74.0097379361
156659,28735,17606,203035,2204,1361,409600,40.7383534002,-73.9731588442
195275,17196,5522,176455,7044,8108,409600,40.7383534002,-73.9731588442
243445,53624,7070,101761,1127,2573,409600,40.7383534002,-73.9731588442
216301,34745,11164,103680,15206,28504,409600,40.7383534002,-73.9731588442
114357,158994,101885,29169,2080,3115,409600,40.7383534052,-73.9742346981
98965,120302,90220,97700,1017,1396,409600,40.7383534052,-73.9742346981
109315,173322,112090,10894,1375,2604,409600,40.7383534052,-73.9742346981
135418,93471,75703,102675,1013,1320,409600,40.7383534052,-73.9742346981
106853,126174,149874,18255,2507,5937,409600,40.7383534102,-73.975310552
236663,50205,102856,18016,575,1285,409600,40.7383534102,-73.975310552
155316,97719,130679,19137,1832,4917,409600,40.7383534102,-73.975310552
225362,40514,78723,55323,2257,7421,409600,40.7383534102,-73.975310552
107994,102866,141273,55476,1215,776,409600,40.7383534152,-73.9763864059
145876,123315,115212,18072,951,6174,409600,40.7383534152,-73.9763864059
146841,93296,143685,18604,1283,5891,409600,40.7383534152,-73.9763864059
190653,79375,55159,76986,3479,3948,409600,40.7383534152,-73.9763864059
120924,54298,46561,180432,2876,4509,409600,40.7383534202,-73.9774622598
149884,46480,43564,152083,6793,10796,409600,40.7383534202,-73.9774622598
192071,38855,70955,96224,5050,6445,409600,40.7383534202,-73.9774622598
174674,53468,21682,133457,10022,16297,409600,40.7383534202,-73.9774622598
82915,218842,55901,42492,5516,3934,409600,40.7383534252,-73.9785381137
116431,83183,94996,96624,7360,11006,409600,40.7383534252,-73.9785381137
51015,188061,87867,78384,1690,2583,409600,40.7383534252,-73.9785381137
136616,146232,36284,71473,10139,8856,409600,40.7383534252,-73.9785381137
96576,116498,50181,136044,5544,4757,409600,40.7383534302,-73.9796139676
191681,35557,72515,101043,4997,3807,409600,40.7383534302,-73.9796139676
162665,40577,17874,179256,4632,4596,409600,40.7383534302,-73.9796139676
61578,77637,78108,176592,8741,6944,409600,40.7383534302,-73.9796139676
98579,108265,55543,130088,3139,13986,409600,40.7383534352,-73.9806898215
39449,67751,28458,237584,28176,8182,409600,40.7383534352,-73.9806898215
162330,91382,31605,104382,8620,11281,409600,40.7383534352,-73.9806898215
119032,46100,23376,211351,4609,5132,409600,40.7383534352,-73.9806898215
168462,75633,38821,120802,1892,3990,409600,40.7383534402,-73.9817656754
126274,122325,48775,92439,11187,8600,409600,40.7383534402,-73.9817656754
95651,75626,61717,169022,3188,4396,409600,40.7383534402,-73.9817656754
138604,76515,36868,151359,3524,2730,409600,40.7383534402,-73.9817656754
112299,107553,115986,67575,1213,4974,409600,40.7383534452,-73.9828415293
129009,89825,57745,119938,5564,7519,409600,40.7383534452,-73.9828415293
80988,133386,85546,90747,13646,5287,409600,40.7383534452,-73.9828415293
125629,125657,69218,86202,1224,1670,409600,40.7383534452,-73.9828415293
132643,130144,66381,71772,2496,6164,409600,40.7383534502,-73.9839173832
58088,155571,103370,81080,8102,3389,409600,40.7383534502,-73.9839173832
80069,143705,48410,120025,9884,7507,409600,40.7383534502,-73.9839173832
151320,103573,43643,105766,2270,3028,409600,40.7383534502,-73.9839173832
76997,123011,66621,132156,5254,5561,409600,40.7383534552,-73.9849932371
85733,160484,42433,110033,2962,7955,409600,40.7383534552,-73.9849932371
90406,149740,59685,99423,5253,5093,409600,40.7383534552,-73.9849932371
137096,90343,49265,125775,4125,2996,409600,40.7383534552,-73.9849932371
101724,85216,72132,144046,3500,2982,409600,40.7383534601,-73.9860690909
104311,69447,37653,181521,10249,6419,409600,40.7383534601,-73.9860690909
113177,51476,58351,180736,2857,3003,409600,40.7383534601,-73.9860690909
149424,53302,46769,146506,7510,6089,409600,40.7383534601,-73.9860690909
123015,67446,56478,146347,7327,8987,409600,40.7383534651,-73.9871449448
92712,120725,41010,92276,25642,37235,409600,40.7383534651,-73.9871449448
172363,60656,18846,119151,16249,22335,409600,40.7383534651,-73.9871449448
56949,96971,81971,135014,31017,7678,409600,40.7383534651,-73.9871449448
155828,95570,61202,79246,4544,13210,409600,40.7383534701,-73.9882207987
146976,49104,65242,119917,14402,13959,409600,40.7383534701,-73.9882207987
235901,38594,12715,106567,8397,7426,409600,40.7383534701,-73.9882207987
107277,69129,63587,151963,11469,6175,409600,40.7383534701,-73.9882207987
143166,85676,53428,112720,4623,9987,409600,40.7383534751,-73.9892966526
121075,51411,61214,110078,41912,23910,409600,40.7383534751,-73.9892966526
153911,108085,45959,96120,3018,2507,409600,40.7383534751,-73.9892966526
108892,86331,67940,113412,19135,13890,409600,40.7383534751,-73.9892966526
176194,109698,38401,69279,4964,11064,409600,40.7383534801,-73.9903725065
81320,74187,75845,143077,19222,15949,409600,40.7383534801,-73.9903725065
85429,135188,78778,101776,3353,5076,409600,40.7383534801,-73.9903725065
90957,87545,65406,128379,20188,17125,409600,40.7383534801,-73.9903725065
182887,66606,38967,111350,5241,4549,409600,40.7383534851,-73.9914483604
179553,80653,42603,100310,3588,2893,409600,40.7383534851,-73.9914483604
168144,37403,26475,171158,3165,3255,409600,40.7383534851,-73.9914483604
153536,47556,34227,165432,4324,4525,409600,40.7383534851,-73.9914483604
140423,83799,60890,120887,2076,1525,409600,40.7383534901,-73.9925242143
166394,88236,34991,112596,2643,4740,409600,40.7383534901,-73.9925242143
69264,169852,45250,122067,1869,1298,409600,40.7383534901,-73.9925242143
151485,41266,27985,179452,4364,5048,409600,40.7383534901,-73.9925242143
239,16,3,89295,319759,288,409600,40.7383534951,-73.9936000682
4837,1172,1242,25169,374918,2262,409600,40.7383534951,-73.9936000682
16498,10,1,12366,368480,12245,409600,40.7383534951,-73.9936000682
794,1199,1816,104299,300780,712,409600,40.7383534951,-73.9936000682
131489,107513,45172,106124,9329,9973,409600,40.7383535001,-73.9946759221
80488,82229,22651,186815,13529,23888,409600,40.7383535001,-73.9946759221
51486,89648,33978,191135,21494,21859,409600,40.7383535001,-73.9946759221
132726,53421,31663,180804,5519,5467,409600,40.7383535001,-73.9946759221
115102,50538,56213,177215,2926,7606,409600,40.7383535051,-73.995751776
65931,62495,44237,217332,5054,14551,409600,40.7383535051,-73.995751776
149066,26196,37835,181869,5239,9395,409600,40.7383535051,-73.995751776
94591,38422,35867,225219,7321,8180,409600,40.7383535051,-73.995751776
